SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
2007af,2007af,NGC 5584,215.587620,-0.393780,215.599040,-0.387670,0.005524,0.006353,0.000010,0.00625,0.00084,32,250,,,,,,,0,1,0
2007al,2007al,WISEA J095918.72-192823.2,149.827000,-19.473830,149.828000,-19.473140,0.012175,0.013338,0.000150,0.01334,0.00086,-1,250,,,,,,,0,1,0
2007ap,2007ap,CGCG 108-012,239.096080,16.516080,239.098290,16.523310,0.015650,0.015989,0.000038,0.01593,0.00085,19,250,,,,,,,0,1,0
2007ai,2007ai,ESO 584- G 007,243.223920,-21.630190,243.222330,-21.623330,0.031762,0.032115,0.000150,0.03260,0.00087,-141,250,,,,,,,0,1,0
2007ar,2007ar,CGCG 294-033,200.258040,58.550670,200.262620,58.548890,0.052792,0.053225,0.000013,0.05352,0.00088,-85,250,,,,,,,0,1,0
2007ba,2007ba,UGC 09798,229.177620,7.396610,229.174250,7.396920,0.038050,0.038634,0.000013,0.03923,0.00087,-171,250,229.298257,7.140590,0.034748,0.035329,0.03592,267,1,1,0
2007bc,2007bc,UGC 06332,169.810710,20.809030,169.819250,20.813560,0.020752,0.021866,0.000008,0.02131,0.00085,163,250,,,,,,,0,1,0
2007bd,2007bd,UGC 04455,127.888670,-1.199440,127.887000,-1.197720,0.030440,0.031411,0.000100,0.03120,0.00087,63,250,,,,,,,0,1,0
2007ca,2007ca,MCG -02-34-061,202.774210,-15.101830,202.766000,-15.101190,0.014066,0.015089,0.000010,0.01442,0.00085,197,250,,,,,,,0,1,0
2007ci,2007ci,NGC 3873,176.441040,19.770530,176.442080,19.773940,0.017954,0.019062,0.000008,0.01785,0.00085,357,250,176.070897,20.003556,0.021843,0.022954,0.02174,-104,1,1,0
2007O,2007O,UGC 09612,224.021580,45.404690,224.018210,45.405280,0.036158,0.036543,0.000008,0.03708,0.00086,-155,250,224.143355,45.639694,0.036944,0.037326,0.03786,-246,1,1,0
2007co,2007co,CGCG 172-029,275.765000,29.897110,275.767210,29.901390,0.026962,0.026549,0.000110,0.02731,0.00086,-222,250,,,,,,,0,1,0
2007cq,2007cq,WISEA J221440.71+050442.3,333.668460,5.080250,333.669540,5.078720,0.026040,0.024814,0.000080,0.02510,0.00086,-84,250,,,,,,,0,1,0
2007F,2007F,UGC 08162,195.812830,50.618810,195.817120,50.620750,0.023619,0.024202,0.000012,0.02417,0.00085,10,250,,,,,,,0,1,0
2007qe,2007qe,WISEA J235412.07+272431.9,358.554080,27.409280,358.550380,27.408970,0.023960,0.022796,0.000050,0.02357,0.00086,-227,250,,,,,,,0,1,0
2007R,2007R,UGC 04008 NED01,116.656370,44.789470,116.657120,44.790530,0.030805,0.031258,0.000009,0.03174,0.00086,-140,250,,,,,,,0,1,0
2007sr,2007sr,NGC 4038,180.470000,-18.972780,180.470880,-18.867610,0.005417,0.006603,0.000017,0.00571,0.00084,266,250,,,,,,,0,1,0
2008af,2008af,UGC 09640,224.868750,16.653420,224.865170,16.645110,0.033423,0.034038,0.000008,0.03403,0.00086,2,250,,,,,,,0,1,0
2008bf,2008bf,NGC 4065,181.012080,20.245170,181.014987,20.237854,0.022615,0.023706,0.000989,0.02381,0.00131,-30,250,181.133305,20.407617,0.023423,0.024513,0.02462,-30,1,1,0
2008L,2008L,NGC 1259,49.319370,41.382670,49.322000,41.385500,0.019280,0.018732,0.000090,0.02033,0.00086,-471,250,49.614190,41.502452,0.017879,0.017337,0.01894,-130,1,1,0
2004dt,2004dt,NGC 0799,30.553210,-0.097640,30.551420,-0.100640,0.019418,0.018502,0.000009,0.01935,0.00085,-249,250,,,,,,,0,1,0
2004eo,2004eo,NGC 6928,308.225790,9.928530,308.209250,9.926420,0.015464,0.014495,0.000048,0.01513,0.00085,-189,250,308.214955,9.915094,0.015171,0.014202,0.01484,-117,1,1,0
2004ey,2004ey,UGC 11816,327.282540,0.444220,327.280370,0.447330,0.015834,0.014669,0.000011,0.01527,0.00085,-176,250,,,,,,,0,1,0
2004gc,2004gc,ARP 327 NED04,80.458120,6.676030,80.457460,6.677030,0.031920,0.031960,0.000060,0.03267,0.00086,-206,250,,,,,,,0,1,0
2005A,2005A,NGC 0958,37.680210,-2.938830,37.678460,-2.939000,0.019150,0.018355,0.000007,0.01860,0.00085,-73,250,,,,,,,0,1,0
2004gu,2004gu,FGC 175A,191.603000,11.948920,191.603420,11.949560,0.045587,0.046701,0.000021,0.04664,0.00087,19,250,,,,,,,0,1,0
2004gs,2004gs,ARK 174,129.596580,17.627720,129.599370,17.631330,0.027399,0.028295,0.000008,0.02857,0.00086,-80,250,,,,,,,0,1,0
2005ag,2005ag,WISEA J145643.20+091936.3,224.181870,9.328470,224.180040,9.326780,0.079547,0.080244,0.000009,0.08009,0.00090,42,250,,,,,,,0,1,0
2005al,2005al,NGC 5304,207.501370,-30.576170,207.506170,-30.578470,0.012400,0.013299,0.000050,0.01192,0.00085,409,250,206.993876,-30.503318,0.015380,0.016288,0.01490,149,1,1,0
2005bg,2005bg,KUG 1214+166,184.321580,16.371560,184.321790,16.371500,0.023030,0.024140,0.000011,0.02434,0.00085,-59,250,,,,,,,0,1,0
2005bl,2005bl,NGC 4070,181.051080,20.406890,181.047080,20.409830,0.023917,0.025008,0.000006,0.02596,0.00086,-280,250,,,,,,,0,1,0
2005bo,2005bo,NGC 4708,192.420960,-11.096470,192.422830,-11.093030,0.013896,0.015034,0.000027,0.01463,0.00085,119,250,,,,,,,0,1,0
2005W,2005W,NGC 0691,27.690620,21.759890,27.673830,21.759920,0.008889,0.007953,0.000017,0.00790,0.00084,16,250,27.577801,21.994860,0.009544,0.008607,0.00855,16,1,1,0
2006bh,2006bh,NGC 7329,340.067080,-66.485080,340.100920,-66.478970,0.010767,0.010417,0.000150,0.01028,0.00086,40,250,,,,,,,0,1,0
2006dd,2006dd,NGC 1316,50.673420,-37.203610,50.673830,-37.208220,0.005871,0.005515,0.000033,0.00616,0.00084,-191,250,,,,,,,0,1,0
2006mr,2006mr,NGC 1316,50.678500,-37.207920,50.673830,-37.208220,0.005871,0.005515,0.000033,0.00616,0.00084,-191,250,,,,,,,0,1,0
2006lu,2006lu,WISEA J091517.24-253600.6,138.823460,-25.600080,138.821960,-25.600080,0.053400,0.054486,0.000090,0.05346,0.00088,291,250,,,,,,,0,1,0
2007A,2007A,NGC 0105,6.319420,12.886810,6.319170,12.889440,0.017646,0.016461,0.000087,0.01682,0.00085,-104,250,,,,,,,0,1,0
2007as,2007as,ESO 018- G 018,141.900040,-80.177560,141.918500,-80.179940,0.017572,0.017914,0.000460,0.01802,0.00097,-31,250,,,,,,,0,1,0
2007hj,2007hj,NGC 7461,345.449540,15.586500,345.451380,15.582470,0.014113,0.012878,0.000127,0.01325,0.00085,-111,250,,,,,,,0,1,0
2007le,2007le,NGC 7721,354.701710,-6.522580,354.702710,-6.517860,0.006721,0.005523,0.000010,0.00630,0.00084,-230,250,,,,,,,0,1,0
2008bc,2008bc,KK 1524,144.630120,-63.973780,144.642120,-63.972940,0.015087,0.015726,0.000120,0.01546,0.00086,79,250,,,,,,,0,1,0
2007nq,2007nq,UGC 00595,14.389870,-1.388610,14.395500,-1.391080,0.045210,0.044070,0.000060,0.04506,0.00087,-283,250,14.132395,-1.086583,0.043894,0.042752,0.04374,-213,1,1,0
2008ar,2008ar,IC 3284,186.158000,10.838170,186.156500,10.839030,0.026173,0.027316,0.000011,0.02849,0.00086,-343,250,,,,,,,0,1,0
2008bz,2008bz,WISEA J123858.11+110750.0,189.740580,11.129500,189.742210,11.130560,0.060148,0.061299,0.000015,0.06099,0.00088,89,250,,,,,,,0,1,0
2008C,2008C,UGC 03611,104.298040,20.437140,104.298870,20.437360,0.016621,0.017088,0.000013,0.01737,0.00085,-83,250,,,,,,,0,1,0
2007so,2007so,NGC 1109,41.929710,13.254110,41.931580,13.255330,0.029831,0.029076,0.000173,0.02976,0.00088,-199,250,,,,,,,0,1,0
2008bt,2008bt,NGC 3404,162.570330,-12.108890,162.574920,-12.108720,0.015341,0.016584,0.000150,0.01678,0.00086,-57,250,,,,,,,0,1,0
2008bi,2008bi,NGC 2618,128.972460,0.706420,128.973080,0.707110,0.013456,0.014421,0.000731,0.01465,0.00112,-69,250,,,,,,,0,1,0
2008cd,2008cd,NGC 5038,198.757290,-15.951890,198.758880,-15.951810,0.007452,0.008511,0.000169,0.00738,0.00086,337,250,,,,,,,0,1,0
2008cf,2008cf,LEDA 766647,211.885670,-26.551830,211.884920,-26.551560,0.046030,0.046924,0.000090,0.04682,0.00088,30,250,,,,,,,0,1,0
2007on,2007on,NGC 1404,54.712500,-35.575310,54.716330,-35.594390,0.006248,0.005943,0.000150,0.00668,0.00085,-219,250,53.196283,-35.470560,0.004928,0.004599,0.00533,-68,1,1,0
2007st,2007st,NGC 0692,27.176960,-48.649390,27.174960,-48.648500,0.021181,0.020658,0.000030,0.02061,0.00085,13,250,27.171135,-48.682998,0.021130,0.020607,0.02056,13,1,1,0
2007ux,2007ux,2MASX J10091969+1459268,152.333250,14.992440,152.332040,14.990940,0.030699,0.031834,0.000012,0.03264,0.00086,-233,250,,,,,,,0,1,0
2008bd ,2008bd,MCG -02-26-042,154.597170,-13.103110,154.598130,-13.104530,0.030104,0.031336,0.000150,0.03159,0.00087,-73,250,,,,,,,0,1,0
2008fu ,2008fu,ESO 480-IG 021,45.618750,-24.455970,45.619540,-24.455830,0.052016,0.051457,0.000150,0.05140,0.00089,15,250,,,,,,,0,1,0
2008gg,2008gg,NGC 0539,21.346000,-18.172440,21.340540,-18.163860,0.032025,0.031073,0.000150,0.03114,0.00087,-19,250,,,,,,,0,1,0
2008go,2008go,WISEA J221043.94-204725.9,332.686790,-20.788110,332.683250,-20.790560,0.062273,0.061156,0.000150,0.06137,0.00090,-60,250,,,,,,,0,1,0
2008ia,2008ia,ESO 125- G 006,132.646460,-61.277940,132.649380,-61.277920,0.021942,0.022568,0.000097,0.02231,0.00086,76,250,,,,,,,0,1,0
2008O,2008O,ESO 256- G 011,104.393580,-45.812310,104.396330,-45.811970,0.038930,0.039439,0.000137,0.03851,0.00088,268,250,104.413290,-45.799355,0.038889,0.039398,0.03847,268,1,1,0
2008R,2008R,NGC 1200,45.973750,-11.994280,45.977000,-11.991810,0.013296,0.012688,0.000150,0.01255,0.00086,41,250,45.979729,-11.996543,0.013206,0.012598,0.01246,41,1,1,0
2008bq,2008bq,ESO 308- G 025,100.260460,-38.038610,100.262920,-38.035670,0.034007,0.034484,0.000143,0.03372,0.00087,222,250,99.811304,-37.570015,0.032323,0.032793,0.03203,329,1,1,0
2008cc,2008cc,ESO 107- G 004,315.873420,-67.183640,315.873420,-67.181330,0.010304,0.010037,0.000150,0.00934,0.00085,208,250,,,,,,,0,1,0
2009aa,2009aa,ESO 570- G 020,170.926170,-22.270690,170.920670,-22.270500,0.027052,0.028273,0.000183,0.02819,0.00088,25,250,,,,,,,0,1,0
2008ff,2008ff,ESO 284- G 032,303.499830,-44.352170,303.486693,-44.349750,0.019249,0.018718,0.000121,0.01923,0.00086,-151,250,,,,,,,0,1,0
2008fl,2008fl,NGC 6805,294.186830,-37.551250,294.190460,-37.554360,0.019880,0.019386,0.000103,0.01979,0.00086,-120,250,,,,,,,0,1,0
2008fp,2008fp,ESO 428- G 014,109.135830,-29.325470,109.130040,-29.324720,0.005664,0.006296,0.000067,0.00618,0.00084,34,250,,,,,,,0,1,0
2008fr,2008fr,LEDA 5069093,17.954750,14.640830,17.954580,14.640830,0.039000,0.037897,0.002000,0.03828,0.00218,-111,250,,,,,,,0,1,1
2009ab,2009ab,UGC 02998,64.151620,2.764170,64.142920,2.759080,0.011178,0.010878,0.000080,0.01046,0.00085,124,250,64.679379,2.571178,0.012174,0.011886,0.01147,99,1,1,0
2008fw,2008fw,NGC 3261,157.233210,-44.665440,157.256080,-44.656830,0.008379,0.009349,0.000150,0.00787,0.00085,439,250,,,,,,,0,1,0
2008gl,2008gl,UGC 00881,20.228420,4.805310,20.222790,4.801330,0.034200,0.033122,0.000163,0.03342,0.00088,-86,250,20.021158,4.688231,0.033542,0.032462,0.03276,-75,1,1,0
2009ad,2009ad,UGC 03236,75.889080,6.659920,75.888370,6.657360,0.028400,0.028340,0.000005,0.02844,0.00086,-30,250,,,,,,,0,1,0
2008gp,2008gp,MCG +00-09-074,50.753040,1.361890,50.750000,1.365780,0.033500,0.032921,0.000203,0.03381,0.00089,-258,250,50.794695,1.350862,0.033024,0.032446,0.03333,-258,1,1,0
2008hj,2008hj,MCG -02-01-014,1.007960,-11.168750,1.006370,-11.174280,0.037613,0.036430,0.000150,0.03682,0.00088,-112,250,,,,,,,0,1,0
2008hu,2008hu,ESO 561- G 018,122.311500,-18.653640,122.313170,-18.664750,0.049698,0.050602,0.000137,0.05041,0.00089,55,250,122.261854,-18.770862,0.049810,0.050713,0.05052,55,1,1,0
2009ag,2009ag,ESO 492- G 002,107.920040,-26.685080,107.918500,-26.705060,0.008686,0.009308,0.000009,0.00993,0.00084,-184,250,,,,,,,0,1,0
2008hv,2008hv,NGC 2765,136.891920,3.392250,136.902670,3.392920,0.012549,0.013602,0.000067,0.01375,0.00085,-43,250,,,,,,,0,1,0
2009al,2009al,NGC 3388,162.841960,8.578530,162.856370,8.567140,0.022069,0.023280,0.000143,0.02342,0.00087,-42,250,,,,,,,0,1,0
2009cz,2009cz,NGC 2789,138.750080,29.735310,138.748580,29.730280,0.021161,0.022034,0.000009,0.02191,0.00085,37,250,138.678618,30.149800,0.022277,0.023146,0.02302,-83,1,1,0
2009D,2009D,ESO 549- G 031,58.595120,-19.181720,58.602790,-19.190310,0.025097,0.024758,0.000120,0.02453,0.00086,65,250,,,,,,,0,1,0
2009ds,2009ds,NGC 3905,177.267120,-9.729140,177.270460,-9.729830,0.019090,0.020330,0.000150,0.02019,0.00086,40,250,,,,,,,0,1,0
2009F,2009F,NGC 1725,74.848170,-11.130580,74.845370,-11.132310,0.012952,0.012918,0.000140,0.01290,0.00086,4,250,,,,,,,0,1,0
2009I,2009I,NGC 1080,41.293330,-4.713720,41.291420,-4.710780,0.026168,0.025436,0.000013,0.02565,0.00086,-62,250,,,,,,,0,1,0
2009le,2009le,ESO 478- G 006,32.321420,-23.412440,32.325330,-23.415080,0.018149,0.017394,0.000103,0.01784,0.00086,-132,250,,,,,,,0,1,0
2009P,2009P,CGCG 011-065,170.161580,-3.546190,170.160960,-3.546330,0.025077,0.026339,0.000150,0.02636,0.00087,-6,250,,,,,,,0,1,0
2009Y,2009Y,NGC 5728,220.599370,-17.246780,220.599580,-17.253080,0.009743,0.010502,0.000150,0.00996,0.00086,162,250,,,,,,,0,1,0
03D1ax,,WISEA J022423.24-044316.1,36.097170,-4.720670,36.096830,-4.721250,0.496919,0.495722,0.000146,0.49579,0.00126,-14,250,,,,,,,0,1,0
03D3ay,,WISEA J141758.41+522857.9,214.493530,52.482680,214.493330,52.482750,0.371296,0.371834,0.000011,0.37192,0.00114,-20,250,,,,,,,0,1,0
03D3ba,2003fn,WISEA J141633.41+522030.3,214.139330,52.342250,214.139290,52.341830,0.290318,0.290831,0.000006,0.29094,0.00108,-24,250,,,,,,,0,1,0
2012cg,2012cg,NGC 4424,186.803460,9.420330,186.798370,9.420670,0.001444,0.002564,0.000024,0.00067,0.00083,568,250,,,,,,,0,1,0
2007fb,2007fb,UGC 12859,359.218210,5.508830,359.214790,5.508420,0.018026,0.016796,0.000007,0.01733,0.00085,-157,250,,,,,,,0,1,0
2011fe,2011fe,MESSIER 101,210.774210,54.273720,210.802250,54.348940,0.000823,0.001224,0.000016,0.00015,0.00083,321,250,,,,,,,0,1,0
2007fs,2007fs,ESO 601- G 005,330.418500,-21.508220,330.408210,-21.511170,0.017375,0.016326,0.000150,0.01666,0.00086,-98,250,,,,,,,0,1,0
2007kk,2007kk,UGC 02828,55.596920,39.241780,55.600170,39.244530,0.041022,0.040550,0.000160,0.04217,0.00088,-467,250,54.966092,38.974884,0.041780,0.041296,0.04292,-447,1,1,0
2008dh,2008dh,2MASX J00351050+2315184,8.797170,23.254190,8.793500,23.255030,0.036800,0.035650,0.000790,0.03635,0.00117,-202,250,,,,,,,0,1,0
2011by,2011by,NGC 3972,178.939620,55.325560,178.937870,55.320750,0.002853,0.003415,0.000016,0.00402,0.00084,-182,250,179.107228,48.541573,0.003008,0.003693,0.00430,62,1,1,0
2008eg,2008eg,UGC 01324,27.901120,19.104690,27.901040,19.103500,0.033650,0.032685,0.000007,0.03360,0.00086,-266,250,,,,,,,0,1,0
2008ek,2008ek,IC 1181,241.388210,17.592560,241.391040,17.593690,0.033984,0.034278,0.000015,0.03297,0.00086,379,250,,,,,,,0,1,0
2008eo,2008eo,UGC 00442,10.466830,32.990330,10.465380,32.991310,0.016435,0.015389,0.000370,0.01565,0.00092,-78,250,,,,,,,0,1,0
2008eq,2008eq,2MASX J17000690+2307533,255.030000,23.132390,255.028750,23.131470,0.056804,0.056800,0.000005,0.05728,0.00088,-136,250,,,,,,,0,1,0
2008fk,2008fk,WISEA J023405.17+012340.2,38.521080,1.395140,38.521420,1.394610,0.072000,0.071165,0.000090,0.07145,0.00090,-79,250,,,,,,,0,1,0
2008hs,2008hs,NGC 0910,36.373420,41.843080,36.361580,41.824280,0.017369,0.016653,0.000073,0.01672,0.00085,-21,250,36.454227,42.370414,0.019058,0.018346,0.01842,-411,1,1,0
2008Y,2008Y,MCG +09-19-039,169.877370,54.462830,169.878460,54.460860,0.069649,0.070279,0.000018,0.07056,0.00089,-79,250,,,,,,,0,1,0
2009an,2009an,NGC 4332,185.697500,65.851250,185.694830,65.843780,0.009221,0.009564,0.000008,0.01061,0.00084,-311,250,184.773101,65.897303,0.008866,0.009210,0.01026,-311,1,1,0
2009ee,2009ee,IC 2738,170.355420,34.339810,170.346080,34.356670,0.035488,0.036446,0.000157,0.03784,0.00088,-404,250,,,,,,,0,1,0
2009eu,2009eu,NGC 6166,247.171370,39.553470,247.161692,39.551826,0.029831,0.029912,0.001555,0.02893,0.00177,287,250,246.985846,40.224794,0.030638,0.030719,0.02973,-104,1,1,0
2009fv,2009fv,NGC 6173,247.434250,40.811610,247.437080,40.811610,0.029337,0.029408,0.000010,0.02778,0.00086,473,250,246.985846,40.224794,0.030638,0.030719,0.02909,-104,1,1,0
2009hn,2009hn,UGC 02005,38.001290,1.248190,37.990710,1.246530,0.021996,0.021192,0.000007,0.02128,0.00085,-25,250,,,,,,,0,1,0
2009hp,2009hp,CGCG 415-047,44.599830,6.593080,44.602420,6.591810,0.021005,0.020307,0.000101,0.01990,0.00086,120,250,,,,,,,0,1,0
2009ig,2009ig,NGC 1015,39.548370,-1.312530,39.548170,-1.318690,0.008770,0.008009,0.000021,0.00815,0.00084,-43,250,,,,,,,0,1,0
2009kq,2009kq,KUG 0833+282,129.062880,28.067140,129.064210,28.060330,0.011691,0.012472,0.000147,0.01259,0.00086,-35,250,,,,,,,0,1,0
2010ao,2010ao,UGC 08686,205.920790,3.900030,205.917500,3.896000,0.023197,0.024171,0.000013,0.02364,0.00085,156,250,205.919396,4.007536,0.023245,0.024218,0.02369,156,1,1,0
2010hs,2010hs,WISEA J022537.66+244557.7,36.413080,24.764890,36.406960,24.766060,0.076000,0.075141,0.005000,0.07561,0.00508,-129,250,,,,,,,0,1,1
2010ii,2010ii,NGC 7342,339.554920,35.491670,339.554790,35.498860,0.026909,0.025807,0.000047,0.02685,0.00086,-304,250,339.709230,35.415323,0.028143,0.027038,0.02808,-294,1,1,0
2010ju,2010ju,UGC 03341,85.483290,18.497500,85.481460,18.492360,0.015235,0.015344,0.000018,0.01523,0.00085,34,250,,,,,,,0,1,0
2011bd,2011bd,NGC 6474,266.776330,57.301310,266.773170,57.301170,0.028246,0.028010,0.000163,0.02800,0.00087,3,250,,,,,,,0,1,0
2011df,2011df,NGC 6801,291.890170,54.386470,291.899210,54.372890,0.014547,0.014018,0.000019,0.01493,0.00085,-269,250,,,,,,,0,1,0
2011dl,2011dl,UGC 10321 NED01,244.520710,21.551110,244.522120,21.553670,0.034107,0.034321,0.000008,0.03403,0.00086,84,250,,,,,,,0,1,0
2011dz,2011dz,UGC 10273 NED01,243.186750,28.284220,243.186170,28.286140,0.024620,0.024826,0.000771,0.02410,0.00115,211,250,,,,,,,0,1,0
2011ek,2011ek,NGC 0918,36.453710,18.533330,36.461830,18.496250,0.005037,0.004218,0.000417,0.00486,0.00094,-191,250,,,,,,,0,1,0
2011fs,2011fs,UGC 11975,334.331330,35.580560,334.332250,35.571170,0.021101,0.020024,0.000009,0.02138,0.00085,-399,250,335.820307,36.094651,0.019294,0.018218,0.01957,-158,1,1,0
2011M,2011M,UGC 03218,75.173120,62.244060,75.182120,62.244030,0.017439,0.017277,0.000040,0.01854,0.00085,-371,250,,,,,,,0,1,0
2012E,2012E,NGC 0975,38.344960,9.584890,38.344790,9.601690,0.020381,0.019573,0.000026,0.01954,0.00085,9,250,,,,,,,0,1,0
2012gl,2012gl,NGC 3153,153.209670,12.682420,153.210420,12.666670,0.009310,0.010444,0.000150,0.01071,0.00086,-79,250,,,,,,,0,1,0
2013bs,2013bs,NGC 6343,259.341790,41.066720,259.317790,41.052720,0.027612,0.027486,0.000117,0.02708,0.00086,117,250,259.402026,40.858027,0.028718,0.028590,0.02819,-21,1,1,0
2013dr,2013dr,CGCG 252-043,259.876080,47.701280,259.879670,47.702470,0.016835,0.016692,0.000177,0.01690,0.00087,-61,250,,,,,,,0,1,0
2013dy,2013dy,NGC 7250,334.573330,40.569330,334.574170,40.562390,0.003939,0.002932,0.000117,0.00432,0.00085,-413,250,,,,,,,0,1,0
2013ex,2013ex,NGC 1954,83.194250,-14.045940,83.201370,-14.062780,0.010463,0.010612,0.000019,0.01086,0.00084,-75,250,83.176694,-14.026114,0.010815,0.010964,0.01122,-75,1,1,0
2013fa,2013fa,NGC 6956,310.973210,12.514360,310.973790,12.511920,0.015302,0.014298,0.000041,0.01473,0.00085,-127,250,311.011829,12.496799,0.015300,0.014295,0.01472,-127,1,1,0
2013fw,2013fw,NGC 7042,318.436710,13.575970,318.441080,13.574920,0.016952,0.015862,0.000027,0.01672,0.00085,-253,250,318.366804,13.708994,0.016793,0.015704,0.01656,-253,1,1,0
2013gh,2013gh,NGC 7183,330.591000,-18.916780,330.590080,-18.916500,0.008813,0.007747,0.000150,0.00838,0.00085,-190,250,,,,,,,0,1,0
2013gq,2013gq,NGC 2554,124.472750,23.469580,124.472870,23.472140,0.013494,0.014262,0.000041,0.01422,0.00085,12,250,124.334325,23.381687,0.013808,0.014574,0.01453,12,1,1,0
2013gy,2013gy,NGC 1418,55.570330,-4.721810,55.567330,-4.730750,0.014023,0.013567,0.000020,0.01363,0.00085,-20,250,56.404848,-4.097106,0.013529,0.013088,0.01315,18,1,1,0
2014ai,2014ai,NGC 2832,139.934040,33.763720,139.945250,33.749750,0.022484,0.023319,0.000044,0.02328,0.00085,10,250,140.032498,33.722042,0.022328,0.023165,0.02313,10,1,1,0
2014ao,2014ao,NGC 2615,128.638830,-2.543360,128.638960,-2.546810,0.014747,0.015716,0.000150,0.01604,0.00086,-96,250,,,,,,,0,1,0
2014bj,2014bj,WISEA J192240.35+435317.7,290.663120,43.890810,290.667870,43.888500,0.043000,0.042392,0.005000,0.04258,0.00508,-53,250,,,,,,,0,1,1
2014J,2014J,MESSIER 082,148.925580,69.673890,148.969710,69.679390,0.000844,0.001106,0.000050,0.00138,0.00084,-83,250,,,,,,,0,1,0
2015N,2015N,UGC 11797,325.820370,43.579890,325.834210,43.576310,0.012499,0.011562,0.000087,0.01197,0.00085,-121,250,,,,,,,0,1,0
2017dws,2017dws,WISEA J154014.24+112040.8,235.059040,11.344860,235.059210,11.344670,0.082000,0.082471,0.005000,0.08237,0.00508,27,250,,,,,,,0,1,1
2017erp,2017erp,NGC 5861,227.311710,-11.334220,227.317040,-11.321670,0.006261,0.006904,0.000150,0.00659,0.00085,94,250,227.275268,-11.279538,0.006621,0.007265,0.00695,147,1,1,0
2017fgc,2017fgc,NGC 0474,20.060170,3.402780,20.027870,3.415390,0.007722,0.006671,0.000017,0.00713,0.00084,-138,250,,,,,,,0,1,0
2017hbi,2017hbi,WISEA J023232.07+352854.8,38.131540,35.483610,38.133210,35.481920,0.040000,0.039248,0.005000,0.04090,0.00508,-478,250,,,,,,,0,1,1
2018aoz,2018aoz,NGC 3923,177.757540,-28.744080,177.757040,-28.806030,0.006028,0.007165,0.000150,0.00563,0.00085,457,250,177.599291,-28.718693,0.005872,0.007009,0.00548,457,1,1,0
2018dem,2018dem,WISEA J211158.78-001310.0,317.993870,-0.218110,317.994870,-0.219420,0.059768,0.058643,0.000006,0.05880,0.00088,-43,250,,,,,,,0,1,0
2018gv,2018gv,NGC 2525,121.394210,-11.437860,121.408500,-11.427030,0.005374,0.006236,0.000150,0.00647,0.00085,-70,250,121.056793,-11.882298,0.005100,0.005957,0.00619,-19,1,1,0
010010,2010ar,WISEA J100325.83+010143.3,150.858660,1.029420,150.857620,1.028690,0.098400,0.099684,0.000297,0.09950,0.00096,49,250,,,,,,,0,1,0
010026,,CGCG 290-062,160.674530,58.843830,160.671620,58.844190,0.031226,0.031742,0.000026,0.03236,0.00086,-179,250,,,,,,,0,1,0
010454,2010bg,WISEA J105741.30+573648.9,164.422210,57.613430,164.422080,57.613470,0.080817,0.081388,0.000007,0.08168,0.00090,-80,250,,,,,,,0,1,0
080064,,GALEXASC J032942.01-275237.5,52.425300,-27.877250,52.424580,-27.877220,0.066129,0.065709,0.000297,0.06545,0.00094,73,250,,,,,,,0,1,0
2017cbv,2017cbv,NGC 5643,218.143420,-44.134090,218.169750,-44.174420,0.004113,0.004781,0.000150,0.00330,0.00085,441,250,,,,,,,0,1,0
1972E,1972E,NGC 5253,204.971870,-31.670920,204.983170,-31.640110,0.001368,0.002279,0.000033,0.00058,0.00084,509,250,,,,,,,0,1,0
1980N,1980N,NGC 1316,50.751330,-37.213860,50.673830,-37.208220,0.005871,0.005515,0.000033,0.00616,0.00084,-191,250,53.196283,-35.470560,0.004927,0.004597,0.00524,-68,1,1,0
130308,,WISEA J141256.86+524436.9,213.237790,52.743660,213.236960,52.743580,0.081773,0.082207,0.000008,0.08245,0.00090,-67,250,,,,,,,0,1,0
140181,,WISEA J121457.03+465041.0,183.737920,46.845040,183.737580,46.844640,0.101544,0.102311,0.000008,0.10246,0.00092,-41,250,,,,,,,0,1,0
160046,,WISEA J160830.18+534108.0,242.126950,53.685320,242.125870,53.685530,0.106645,0.106728,0.000021,0.10698,0.00092,-68,250,,,,,,,0,1,0
