CID IDSURVEY zHD zHDERR zCMB zCMBERR zHEL zHELERR m_b_corr m_b_corr_err_DIAG MU_SH0ES MU_SH0ES_ERR_DIAG CEPH_DIST IS_CALIBRATOR USED_IN_SH0ES_HF c cERR x1 x1ERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 RA DEC HOST_RA HOST_DEC HOST_ANGSEP VPEC VPECERR MWEBV HOST_LOGMASS HOST_LOGMASS_ERR PKMJD PKMJDERR NDOF FITCHI2 FITPROB m_b_corr_err_RAW m_b_corr_err_VPEC biasCor_m_b biasCorErr_m_b biasCor_m_b_COVSCALE biasCor_m_b_COVADD
1992G 50 0.00692 0.00084 0.00611 1e-05 0.00523 1e-05 13.1875 0.438804 32.4405 0.439634 -9 0 0 0.020575 0.057706 -0.216055 0.10475 13.2809 0.0779876 0.0874251 0.00627968 -0.00157344 0.000177393 -0.000331886 159.077 37.3212 -999 -999 -9 -242.468 250 0.0167767 10.0995 -9 48672.4 0.3797 34 127.359 1.02464e-12 0.116 0.2645 -0.0545 0.002 1 0.008
2005cf 57 0.0071 0.00084 0.00703 6e-05 0.00644 6e-05 13.0663 0.324465 32.3193 0.325586 32.3624 1 0 -0.050515 0.023117 -0.060167 0.022551 12.9947 0.0582748 0.1138 0.00610779 -0.000136509 2.5744e-05 -0.000111874 230.384 -7.4132 -999 -999 -9 -21.2471 250 0.083778 9.184 -9 53534.2 0.0241 108 158.959 0.00103676 0.0444 0.2578 0.0233 0.004 1 0.007
2005cf 56 0.0071 0.00084 0.00703 6e-05 0.00644 6e-05 13.0797 0.347269 32.3327 0.348317 32.3624 1 0 -0.047291 0.044638 -0.126135 0.13804 13.0265 0.0668053 0.11051 0.00679939 0.00058498 -0.000161785 -0.00020886 230.384 -7.4132 -999 -999 -9 -21.2471 250 0.083778 9.184 0.002 53534 0.095 16 8.70059 0.92523 0.1057 0.2578 0.0221 0.004 1 0.007
2005cf 64 0.0071 0.00084 0.00703 6e-05 0.00644 6e-05 13.0691 0.321523 32.3221 0.322655 32.3624 1 0 -0.036954 0.029054 -0.06305 0.048024 13.0342 0.062371 0.10973 0.00630362 -2.78669e-05 4.30258e-06 -0.000144567 230.384 -7.4132 -999 -999 -9 -21.2471 250 0.083778 9.184 4.066 53534.2 0.0355 52 42.0418 0.83654 0.0564 0.2578 0.0176 0.004 1 0.007
2002fk 63 0.00719 0.00085 0.00668 0.00015 0.00719 0.00015 13.1893 0.299093 32.4423 0.300309 32.5404 1 0 -0.109612 0.025407 0.093397 0.03192 12.9459 0.0360083 0.11903 0.00394753 -0.000146801 1.28528e-05 -7.89922e-05 50.5238 -15.4009 -999 -999 -9 -152.591 250 0.0343793 9.89 0.219 52548.8 0.034 58 96.365 0.00116163 0.056 0.2576 0.0569 0.004 1 0.006
2002fk 57 0.00719 0.00085 0.00668 0.00015 0.00719 0.00015 13.2112 0.299053 32.4642 0.300269 32.5404 1 0 -0.13675 0.018873 0.062106 0.025592 12.9122 0.0305443 0.12277 0.00345392 -9.51485e-05 1.00683e-05 -5.07264e-05 50.5238 -15.4009 -999 -999 -9 -152.591 250 0.0343793 9.89 -9 52548.2 0.0321 73 140.964 3.15449e-06 0.0405 0.2576 0.0807 0.006 1 0.005
2003du 57 0.00747 0.00084 0.00664 2e-05 0.00638 2e-05 13.5413 0.28787 32.7943 0.289134 32.8472 1 0 -0.141147 0.019576 0.25827 0.039296 13.1974 0.0226127 0.0944109 0.0019663 -0.000194736 1.42398e-05 -3.343e-05 218.649 59.3344 -999 -999 -9 -244.618 250 0.00861887 9.345 -9 52766.4 0.098 74 99.7438 0.0247427 0.0443 0.2451 0.0783 0.007 1 0.005
2003du 63 0.00747 0.00084 0.00664 2e-05 0.00638 2e-05 13.4893 0.29352 32.7423 0.294759 32.8472 1 0 -0.12265 0.025212 0.23579 0.058286 13.1971 0.0295965 0.0944456 0.00257453 -3.39855e-05 -1.46683e-05 -5.88989e-05 218.649 59.3344 -999 -999 -9 -244.618 250 0.00861887 9.345 0.132 52766.2 0.0547 45 94.0146 2.58488e-05 0.054 0.2451 0.0694 0.005 1 0.005
2003du 50 0.00747 0.00084 0.00664 2e-05 0.00638 2e-05 13.5155 0.291161 32.7685 0.292411 32.8472 1 0 -0.110323 0.025735 0.24375 0.057368 13.2478 0.0307214 0.0901288 0.00255023 -0.0002005 8.42579e-06 -5.58917e-05 218.649 59.3344 -999 -999 -9 -244.618 250 0.00861887 9.345 0.132 52767.3 0.1593 75 42.938 0.99892 0.0578 0.2451 0.057 0.004 1 0.006
2008Q 57 0.0075 0.00084 0.00722 2e-05 0.00826 2e-05 13.0782 0.372866 32.3312 0.373843 -9 0 0 -0.056178 0.030395 -1.85633 0.31616 13.2285 0.0563466 0.0917478 0.00476145 0.00107153 -0.000168975 -0.000113042 21.2385 9.5504 -999 -999 -9 -84.4233 250 0.071171 10.553 -9 54506 0.0916 17 9.00076 0.94024 0.0743 0.2441 -0.0022 0.001 1 0.004
2008Q 56 0.0075 0.00084 0.00722 2e-05 0.00826 2e-05 13.0468 0.395732 32.2998 0.396652 -9 0 0 -0.020652 0.045865 -1.66449 0.16437 13.2529 0.059697 0.0897109 0.00493257 0.000436595 -0.000120332 -0.000154872 21.2385 9.5504 -999 -999 -9 -84.4233 250 0.071171 10.553 0 54506 0.1027 20 5.78215 0.99916 0.1127 0.2441 -0.028 0.001 1 0.004
2003kf 63 0.00795 0.00084 0.00769 2e-05 0.00739 2e-05 13.3888 0.361712 32.6418 0.362719 -9 0 0 -0.021355 0.052096 0.52479 0.065705 13.3116 0.17038 0.0849895 0.0133373 -0.00167137 0.00039685 -0.000742027 91.1476 -12.6286 -999 -999 -9 -75.3531 250 0.26877 8.21817 4.196 52981.4 0.122 51 105.481 1.14187e-05 0.0343 0.2303 0.0138 0.004 1 0.01
1998dh 57 0.00814 0.00084 0.00769 2e-05 0.00893 2e-05 13.4634 0.315879 32.7164 0.317031 32.4996 1 0 0.013961 0.039144 -0.603336 0.036032 13.5979 0.0497281 0.0652881 0.00299028 -0.000377746 1.65419e-05 -7.96718e-05 348.668 4.5373 -999 -999 -9 -134.006 250 0.0578805 10.935 -9 51029.6 0.0322 53 97.479 0.000191391 0.096 0.225 -0.0501 0.002 1 0.008
1998dh 62 0.00814 0.00084 0.00769 2e-05 0.00893 2e-05 13.3621 0.316306 32.6151 0.317457 32.4996 1 0 0.054455 0.029656 -0.773787 0.08017 13.6328 0.0507756 0.063224 0.00295673 -1.52669e-05 -3.16554e-05 -6.63133e-05 348.668 4.5373 -999 -999 -9 -134.006 250 0.0578805 10.935 0.37417 51030.1 0.0722 13 32.3588 0.00212482 0.0653 0.225 -0.0642 0.003 1 0.012
2012hr 56 0.00814 0.00084 0.00788 2e-05 0.00757 2e-05 13.4562 0.366561 32.7092 0.367554 -9 0 0 -0.047757 0.04357 -0.022119 0.19434 13.3474 0.0443687 0.082236 0.00336058 0.00118862 -0.000158378 -0.000109926 95.4103 -59.7141 -999 -999 -9 -75.7452 250 0.0388775 10.1223 0 56289.3 0.1444 20 5.76505 0.99918 0.1072 0.225 -0.0168 0.001 1 0.004
2009ig 56 0.00815 0.00084 0.00801 2e-05 0.00877 2e-05 13.1181 0.370944 32.3711 0.371926 32.5621 1 0 0.05406 0.042592 1.2958 0.14101 13.1911 0.039913 0.0949628 0.00349095 -0.000281514 -9.5727e-05 -0.000113074 39.5484 -1.3125 -999 -999 -9 -43.0674 250 0.0277271 9.906 0.019 55080.8 0.1054 28 19.7456 0.87356 0.1093 0.2247 0.0446 0.013 1 0.025
2009ig 51 0.00815 0.00084 0.00801 2e-05 0.00877 2e-05 13.4904 0.278844 32.7434 0.280148 32.5621 1 0 -0.087219 0.025148 1.07171 0.066357 13.1531 0.0340069 0.0983432 0.00308026 3.74398e-05 -3.15939e-05 -6.78401e-05 39.5484 -1.3125 -999 -999 -9 -43.0674 250 0.0277271 9.906 0.002 55080.6 0.0489 112 97.3318 0.8368 0.0523 0.2247 0.0381 0.005 1 0.006
2009ig 66 0.00815 0.00084 0.00801 2e-05 0.00877 2e-05 13.4177 0.285702 32.6707 0.286975 32.5621 1 0 -0.07554 0.029469 1.24376 0.15972 13.0819 0.0378693 0.10501 0.00366263 -0.00113072 2.85276e-05 -8.988e-05 39.5484 -1.3125 -999 -999 -9 -43.0674 250 0.0277271 9.906 0.104 55080.1 0.3021 48 17.9737 0.99998 0.0741 0.2247 0.0289 0.006 1 0.006
1996Z 61 0.00817 0.00085 0.00867 0.00015 0.00757 0.00015 13.1925 0.490044 32.4455 0.490787 -9 0 0 0.20665 0.034333 -0.347761 0.77915 14.0375 0.0684802 0.0435526 0.00274697 0.00710284 0.000521759 -4.8614e-05 144.187 -21.1476 -999 -999 -9 149.869 250 0.0545979 7 3 50217.1 1.3333 13 4.46918 0.9851 0.1066 0.2268 0.1023 0.035 1 0.052
1995D 61 0.00818 0.00084 0.0078 2e-05 0.00668 2e-05 13.231 0.341596 32.484 0.342662 -9 0 0 -0.066488 0.027913 0.72785 0.084066 12.9639 0.044647 0.11707 0.00481425 -0.000257756 2.08194e-05 -0.00010155 145.228 5.1406 -999 -999 -9 -114.034 250 0.0491032 10.5795 0.04 49768.8 0.1622 63 86.1991 0.0277835 0.0629 0.2239 -0.0066 0.001 1 0.003
1991M 50 0.00821 0.00084 0.00758 1e-05 0.00726 1e-05 13.9608 0.462045 33.2138 0.462834 -9 0 0 0.008581 0.092626 -1.09686 0.26919 14.2234 0.11945 0.0366965 0.00403724 -0.00595024 0.000203641 -0.000362044 239.645 17.458 -999 -999 -9 -185.685 250 0.0325897 7.68875 -9 48336.5 0.8156 8 3.40681 0.9063 0.1878 0.2231 0.0219 0.006 1 0.015
2013gh 51 0.00838 0.00085 0.00775 0.00015 0.00881 0.00015 13.268 0.464828 32.521 0.465611 -9 0 0 0.19613 0.022642 -0.732548 0.046243 14.1307 0.0314283 0.0399694 0.00115698 0.000110145 -1.00005e-05 -2.26208e-05 330.591 -18.9168 -999 -999 -9 -189.641 250 0.024639 9.71043 -9 56528.7 0.049 105 477.478 0 0.046 0.2212 0.0957 0.03 1 0.052
2013gh 56 0.00838 0.00085 0.00775 0.00015 0.00881 0.00015 13.4392 0.484113 32.6922 0.484865 -9 0 0 0.13057 0.052305 -0.570744 0.51399 14.0657 0.0449555 0.0424326 0.00175695 0.00538229 -0.000351541 -6.48037e-05 330.591 -18.9168 -999 -999 -9 -189.641 250 0.024639 9.71043 0.002 56528.5 0.2784 12 5.41138 0.94281 0.1464 0.2212 0.0862 0.017 1 0.041
2001bg 57 0.00855 0.00084 0.00796 1e-05 0.00719 1e-05 13.4398 0.358202 32.6928 0.359218 32.6114 1 0 0.097961 0.039718 -0.375732 0.090642 13.7677 0.0397805 0.0558373 0.00204584 -0.000487068 1.77663e-05 -6.30845e-05 128.829 28.4683 -999 -999 -9 -174.166 250 0.0336845 10.449 -9 52041.4 0.1 30 87.0017 1.85655e-07 0.098 0.2142 -0.0829 0.004 1 0.018
2005W 5 0.00855 0.00084 0.00861 2e-05 0.00954 2e-05 13.599 0.316884 32.852 0.318032 32.8293 1 0 0.08768 0.023619 -0.431319 0.054625 13.9074 0.0462308 0.0490955 0.0020905 -2.70673e-05 1.3068e-06 -3.67614e-05 27.6906 21.7599 -999 -999 -9 15.8947 250 0.0615037 10.827 0.13 53412.8 0.0316 78 144.299 7.45656e-06 0.0503 0.2142 -0.0788 0.004 1 0.017
ASASSN-15so 150 0.00857 0.00084 0.00773 1e-05 0.00702 1e-05 13.4997 0.266214 32.7527 0.26758 32.8026 1 0 -0.055198 0.032438 -0.714413 0.078954 13.4883 0.0382032 0.0722262 0.00254138 -0.000243409 -9.98644e-06 -7.14252e-05 168.546 48.3187 -999 -999 -9 -249.339 250 0.01263 10.95 0.001 57345.3 0.1667 19 40.9933 0.00241842 0.0727 0.2137 0.0014 0.002 1 0.003
PSNJ0717457 150 0.00861 0.00084 0.00812 1e-05 0.00759 1e-05 13.4693 0.382481 32.7223 0.383433 -9 0 0 0.028562 0.034936 -0.210958 0.19984 13.6936 0.0544566 0.0597801 0.00299835 0.00116827 -0.000114967 -8.47714e-05 109.44 23.3446 -999 -999 -9 -143.618 250 0.0576285 9.38921 0.001 57157.1 0.1461 4 1.38639 0.84656 0.0744 0.2128 0.0525 0.005 1 0.02
2005am 57 0.00863 0.00085 0.00841 0.0001 0.00733 0.0001 13.1214 0.337245 32.3744 0.338325 -9 0 0 0.003104 0.027282 -1.79912 0.041763 13.4087 0.0423318 0.0777152 0.00303004 -0.000260002 1.98878e-05 -6.67657e-05 139.052 -16.3044 -999 -999 -9 -63.9574 250 0.0461244 11.3117 -9 53436.5 0.1122 54 93.5826 0.000673354 0.0577 0.2148 -0.0401 0.001 1 0.007
2005am 5 0.00863 0.00085 0.00841 0.0001 0.00733 0.0001 13.1415 0.330194 32.3945 0.331296 -9 0 0 -0.022537 0.024768 -1.86653 0.032074 13.3723 0.0381972 0.0803653 0.00282733 -0.000240481 1.4793e-05 -5.14561e-05 139.052 -16.3044 -999 -999 -9 -63.9574 250 0.0461244 11.3117 0.16 53436.7 0.1061 100 102.005 0.42546 0.0566 0.2148 -0.0272 0.001 1 0.004
2005am 64 0.00863 0.00085 0.00841 0.0001 0.00733 0.0001 13.082 0.336798 32.335 0.337879 -9 0 0 -0.003383 0.028549 -1.92038 0.045567 13.3703 0.0442151 0.0805164 0.00327892 -0.000151612 2.39618e-06 -7.28352e-05 139.052 -16.3044 -999 -999 -9 -63.9574 250 0.0461244 11.3117 2.671 53436.2 0.1748 57 47.7595 0.8034 0.062 0.2148 -0.037 0.001 1 0.006
1997bp 62 0.00864 0.00085 0.00931 0.00015 0.00817 0.00015 13.1668 0.42436 32.4198 0.425219 32.5982 1 0 0.11503 0.027946 -0.05696 0.055661 13.6576 0.0415332 0.0617989 0.00236402 -0.000227626 1.5403e-05 -4.80997e-05 191.724 -11.6425 -999 -999 -9 201.132 250 0.0380864 9.75 0.43 50550.2 0.1065 46 842.551 0 0.0645 0.2145 0.0743 0.012 1 0.038
2019ein 50 0.00883 0.00084 0.00837 1e-05 0.00775 1e-05 13.6086 0.325919 32.8616 0.327035 -9 0 0 -0.106243 0.024412 -1.58896 0.040289 13.6289 0.0284538 0.063449 0.0016628 -9.4186e-05 1.66752e-07 -3.58132e-05 208.371 40.2754 -999 -999 -9 -134.568 250 0.01085 7 -9 58619.2 0.0392 81 245.142 2.0736e-18 0.0533 0.2075 0.062 0.005 1 0.006
2002er 57 0.00906 0.00084 0.00853 1e-05 0.00855 1e-05 13.546 0.36787 32.799 0.368859 -9 0 0 0.044488 0.030565 -0.928371 0.035467 13.9045 0.0936692 0.0492278 0.00424701 -0.000188284 2.296e-05 -0.00011025 257.875 7.9958 -999 -999 -9 -157.182 250 0.13805 9.82908 -9 52524.8 0.0286 88 77.1056 0.79015 0.0521 0.2022 0.0315 0.008 1 0.023
2002er 50 0.00906 0.00084 0.00853 1e-05 0.00855 1e-05 13.4968 0.408634 32.7498 0.409525 -9 0 0 0.10329 0.034937 -0.900619 0.052111 14.0574 0.0949732 0.0427584 0.00374023 -0.000175953 1.40774e-05 -0.000108129 257.875 7.9958 -999 -999 -9 -157.182 250 0.13805 9.82908 -9 52525.2 0.0529 103 68.4508 0.99651 0.0618 0.2022 0.056 0.014 1 0.036
2006D 57 0.00925 0.00084 0.00966 5e-05 0.00853 5e-05 13.6384 0.28515 32.8914 0.286425 32.9183 1 0 -0.025522 0.02786 -1.3074 0.062715 13.8273 0.04187 0.0528546 0.00203827 -0.000440571 3.52183e-05 -4.56284e-05 193.141 -9.7752 -999 -999 -9 120.873 250 0.0393002 9.554 -9 53755.9 0.2809 23 42.2889 0.00839973 0.0604 0.1981 0.0225 0.005 1 0.009
2006D 5 0.00925 0.00084 0.00966 5e-05 0.00853 5e-05 13.6443 0.281576 32.8973 0.282867 32.9183 1 0 -0.028804 0.023641 -1.58877 0.030509 13.8683 0.0344978 0.0508936 0.00161707 -0.000255556 9.34935e-06 -2.99753e-05 193.141 -9.7752 -999 -999 -9 120.873 250 0.0393002 9.554 0.18 53758.1 0.0499 81 179.235 2.16736e-09 0.0527 0.1981 0.0263 0.005 1 0.009
2006D 64 0.00925 0.00084 0.00966 5e-05 0.00853 5e-05 13.6629 0.284225 32.9159 0.285505 32.9183 1 0 -0.026824 0.027826 -1.50889 0.050515 13.8788 0.0396518 0.0504053 0.00184083 -0.000380399 9.8812e-06 -4.29407e-05 193.141 -9.7752 -999 -999 -9 120.873 250 0.0393002 9.554 3.708 53757.4 0.0782 43 70.3274 0.00533492 0.06 0.1981 0.0238 0.006 1 0.009
2013cs 56 0.00935 0.00084 0.01029 2e-05 0.00924 2e-05 13.0823 0.400458 32.3353 0.401367 -9 0 0 0.054048 0.046456 -0.33302 0.15324 13.3968 0.0647672 0.0785711 0.00468699 0.000431998 -0.00012724 -0.000146878 198.812 -17.9654 -999 -999 -9 280.754 250 0.0799364 9.413 0.033 56437.1 0.1079 20 12.4961 0.89794 0.1136 0.196 0.0459 0.007 1 0.025
1999cp 57 0.00954 0.00086 0.00998 0.00019 0.00907 0.00019 13.7869 0.267622 33.0399 0.268981 33.1156 1 0 -0.044825 0.039253 0.023621 0.038993 13.6783 0.0346876 0.0606304 0.00193705 -0.00055679 1.93802e-05 -6.74332e-05 211.63 -5.4469 -999 -999 -9 129.581 250 0.0211185 10.441 -9 51363.8 0.0347 50 125.436 2.04013e-08 0.0944 0.1967 -0.0189 0.001 1 0.004
1999cp 50 0.00954 0.00086 0.00998 0.00019 0.00907 0.00019 13.9605 0.252188 33.2135 0.253629 33.1156 1 0 -0.108916 0.026148 0.28727 0.082822 13.6687 0.0322457 0.0611661 0.0018166 -6.8074e-05 -1.78162e-06 -4.02239e-05 211.63 -5.4469 -999 -999 -9 129.581 250 0.0211185 10.441 -9 51364.1 0.0908 11 35.728 0.000187788 0.0582 0.1967 0.035 0.002 1 0.003
2002cr 57 0.00954 0.00086 0.00998 0.00019 0.00907 0.00019 13.9779 0.250455 33.2309 0.251906 33.1156 1 0 -0.067624 0.018496 -0.602515 0.025982 13.9092 0.02462 0.0490138 0.00111143 -8.54553e-05 2.22511e-06 -1.6616e-05 211.657 -5.4394 -999 -999 -9 129.581 250 0.0211742 10.426 -9 52408.9 0.0301 70 159.619 5.93455e-09 0.041 0.1967 -0.0009 0.002 1 0.003
2002cr 63 0.00954 0.00086 0.00998 0.00019 0.00907 0.00019 13.9939 0.253451 33.2469 0.254885 33.1156 1 0 -0.034493 0.026248 -0.375911 0.059845 13.971 0.0331239 0.0463043 0.00141266 -8.86249e-07 -1.34322e-05 -3.07866e-05 211.657 -5.4394 -999 -999 -9 129.581 250 0.0211742 10.426 3.449 52408.9 0.0457 23 11.874 0.97237 0.0582 0.1967 -0.0241 0.001 1 0.004
2002dj 57 0.00957 0.00087 0.01051 0.00023 0.00945 0.00023 13.648 0.308368 32.901 0.309548 -9 0 0 -0.017189 0.028764 -0.284682 0.059779 13.652 0.0608135 0.0621156 0.00347917 -2.12081e-05 -7.93639e-07 -8.10946e-05 198.251 -19.519 -999 -999 -9 280.754 250 0.0818371 11.1654 -9 52451.1 0.0435 37 59.7306 0.010372 0.0543 0.1983 -0.0372 0.002 1 0.005
2002dj 63 0.00957 0.00087 0.01051 0.00023 0.00945 0.00023 13.6124 0.333397 32.8654 0.334488 -9 0 0 0.052879 0.029449 0.071339 0.12934 13.7487 0.061351 0.056822 0.00321081 0.000598059 -4.02846e-05 -7.76722e-05 198.251 -19.519 -999 -999 -9 280.754 250 0.0818371 11.1654 2.464 52451.4 0.1024 29 30.2337 0.4024 0.0541 0.1983 -0.0691 0.002 1 0.012
1998es 62 0.00966 0.00086 0.00957 0.00015 0.01057 0.00015 13.5499 0.35687 32.8029 0.35789 -9 0 0 0.038991 0.025946 1.23442 0.067556 13.5746 0.0344859 0.0667049 0.00211873 -0.000157514 -1.35473e-07 -4.60205e-05 24.3233 5.8807 -999 -999 -9 -28.2159 250 0.02763 9.78837 0.06 51143.6 0.0583 92 57.7469 0.99801 0.0569 0.1942 0.0339 0.009 1 0.021
1998es 57 0.00966 0.00086 0.00957 0.00015 0.01057 0.00015 13.6635 0.371852 32.9165 0.372831 -9 0 0 0.032615 0.041216 1.62734 0.11409 13.5956 0.0396909 0.0654263 0.00239177 0.000187111 -6.2901e-05 -7.87851e-05 24.3233 5.8807 -999 -999 -9 -28.2159 250 0.02763 9.78837 -9 51143.4 0.07 25 25.2274 0.44969 0.1008 0.1942 0.0189 0.013 1 0.02
PTF10icb 56 0.00993 0.00084 0.009 1e-05 0.00856 1e-05 14.2223 0.3719 33.4753 0.372879 -9 0 0 0.01258 0.046655 0.64439 0.3979 14.243 0.0388 0.0360412 0.00128797 0.00147799 -9.28544e-05 -4.68688e-05 193.705 58.8819 -999 -999 -9 -273.135 250 0.00989319 8.8903 0.002 55361.5 0.5411 20 3.0044 1 0.1285 0.1846 0.0245 0.005 1 0.016
2009Y 56 0.00996 0.00086 0.0105 0.00015 0.00974 0.00015 13.3927 0.408196 32.6457 0.409088 33.0928 1 0 0.16089 0.049042 -0.148529 0.17305 13.8566 0.0698715 0.0514489 0.00331095 0.000428958 -9.55124e-05 -0.00010804 220.599 -17.2468 -999 -999 -9 161.695 250 0.0873928 10.636 0.008 54876.9 0.1469 22 30.8987 0.0982062 0.121 0.1884 -0.108 0.005 1 0.024
2009Y 5 0.00996 0.00086 0.0105 0.00015 0.00974 0.00015 13.4928 0.359283 32.7458 0.360296 33.0928 1 0 0.11483 0.024472 0.26874 0.028763 13.7683 0.0593511 0.0558065 0.00305063 -0.00031073 2.81982e-05 -5.70747e-05 220.599 -17.2468 -999 -999 -9 161.695 250 0.0873928 10.636 0.26 54877.2 0.0327 64 583.664 0 0.0502 0.1884 -0.0923 0.003 1 0.02
2009Y 65 0.00996 0.00086 0.0105 0.00015 0.00974 0.00015 13.6485 0.332913 32.9015 0.334006 33.0928 1 0 0.037139 0.030716 0.35708 0.075468 13.6995 0.0660522 0.0594583 0.00361722 -0.000360555 2.02709e-05 -9.24022e-05 220.599 -17.2468 -999 -999 -9 161.695 250 0.0873928 10.636 2.694 54876.3 0.1969 52 54.0114 0.39744 0.0574 0.1884 -0.0636 0.002 1 0.01
2013E 56 0.01016 0.00085 0.01042 8e-05 0.00936 8e-05 13.5264 0.3475 32.7794 0.348547 -9 0 0 0.008178 0.04886 0.35982 0.25323 13.5008 0.0676757 0.0713988 0.0044504 0.00168994 -0.000238563 -0.000145729 150.023 -34.2337 -999 -999 -9 77.0649 250 0.0840917 10.5748 0 56309.1 0.1662 12 21.0104 0.0502276 0.1209 0.1826 -0.0502 0.001 1 0.007
1999ac 57 0.01017 0.00084 0.00979 2e-05 0.00947 2e-05 13.6652 0.364224 32.9182 0.365223 -9 0 0 0.040623 0.037739 0.11098 0.040236 13.8642 0.0401794 0.0510905 0.00189068 -0.000398892 1.00375e-05 -5.16729e-05 241.812 7.9723 -999 -999 -9 -112.326 250 0.0395528 9.83179 -9 51250.3 0.0387 24 262.488 5.45666e-42 0.0937 0.1803 0.0373 0.006 1 0.022
1999ac 62 0.01017 0.00084 0.00979 2e-05 0.00947 2e-05 13.7144 0.34081 32.9674 0.341878 -9 0 0 0.038135 0.02547 0.16103 0.032646 13.8961 0.0384704 0.0496099 0.00175781 -0.000224612 9.51498e-06 -3.63273e-05 241.812 7.9723 -999 -999 -9 -112.326 250 0.0395528 9.83179 0.1285 51251.1 0.0479 76 554.109 0 0.0542 0.1803 0.0351 0.006 1 0.021
2009an 51 0.01026 0.00084 0.00921 1e-05 0.00887 1e-05 14.0848 0.305101 33.3378 0.306294 -9 0 0 0.009596 0.04244 -1.33873 0.23636 14.3202 0.0686209 0.0335684 0.0021216 0.00304291 -0.000113542 -7.67052e-05 185.697 65.8512 -999 -999 -9 -311.409 250 0.016006 10.5117 0.002 54897.2 0.7492 29 24.7624 0.69052 0.0782 0.1787 -0.0442 0.001 1 0.007
2009an 65 0.01026 0.00084 0.00921 1e-05 0.00887 1e-05 13.9723 0.297865 33.2253 0.299086 -9 0 0 0.010704 0.029822 -1.4709 0.10067 14.2304 0.0364578 0.0364625 0.00122437 0.000728 -4.31207e-05 -3.18857e-05 185.697 65.8512 -999 -999 -9 -311.409 250 0.016006 10.5117 0.017 54898.5 0.1127 48 10.1731 1 0.0624 0.1787 -0.0444 0.001 1 0.007
2006bh 5 0.01028 0.00086 0.01042 0.00015 0.01077 0.00015 14.0258 0.246478 33.2788 0.247952 33.245 1 0 -0.095147 0.023054 -1.68127 0.037673 14.0639 0.0266515 0.0425044 0.00104335 -0.000156441 3.51559e-06 -1.85144e-05 340.067 -66.4851 -999 -999 -9 40.4087 250 0.0228622 10.501 10 53833.9 0.072 66 38.6618 0.99712 0.0549 0.1826 0.0319 0.001 1 0.003
2004S 57 0.01042 0.00084 0.0098 2e-05 0.0093 2e-05 13.8706 0.316076 33.1236 0.317227 -9 0 0 -0.00638 0.031726 -0.181708 0.05568 13.9494 0.0681338 0.047234 0.0029641 -0.000508297 4.14391e-05 -7.41643e-05 101.431 -31.2312 -999 -999 -9 -183.95 250 0.0857975 7 -9 53040.8 0.1754 40 71.4268 0.00163933 0.063 0.176 0.0193 0.004 1 0.012
2021hpr 57 0.01044 0.00084 0.00958 2e-05 0.00938 2e-05 13.8339 0.342855 33.0869 0.343916 33.0131 1 0 0.045569 0.026775 0.24592 0.072475 14.0289 0.0336583 0.0438971 0.00136083 0.000274672 -2.23525e-05 -3.17819e-05 154.161 73.4005 -999 -999 -9 -255.903 250 0.0209058 6.952 0.132 59322.8 0.0564 92 179.821 1.22635e-07 0.0562 0.1756 0.038 0.006 1 0.023
2002dp 63 0.01061 0.00084 0.01049 1e-05 0.01169 1e-05 14.1276 0.307827 33.3806 0.309009 33.1859 1 0 0.077144 0.029374 -0.125605 0.22241 14.3586 0.0430754 0.0324001 0.00128544 0.00179426 -7.92697e-05 -3.17411e-05 352.127 22.4289 -999 -999 -9 -34.4658 250 0.0420618 10.53 0.486 52451.2 0.1552 22 16.3306 0.79915 0.0612 0.1728 -0.0784 0.003 1 0.016
2002dp 57 0.01061 0.00084 0.01049 1e-05 0.01169 1e-05 14.0401 0.273239 33.2931 0.27457 33.1859 1 0 0.006885 0.02144 -0.883313 0.034548 14.199 0.0361259 0.0375326 0.00124883 -0.000138719 3.39646e-06 -2.08394e-05 352.127 22.4289 -999 -999 -9 -34.4658 250 0.0420618 10.53 -9 52451.3 0.0446 74 141.617 3.78133e-06 0.0458 0.1728 -0.0451 0.002 1 0.007
1997do 62 0.01073 0.00084 0.01048 2e-05 0.01012 2e-05 13.8551 0.363667 33.1081 0.364668 -9 0 0 0.077583 0.027855 0.39341 0.11191 14.1396 0.0469247 0.0396431 0.00171335 0.000109468 -3.48144e-05 -3.61219e-05 111.677 47.0933 -999 -999 -9 -76.099 250 0.0531043 9.594 0.28089 50766.9 0.0943 13 98.2309 3.65005e-15 0.0629 0.1709 0.0502 0.008 1 0.031
1997bq 62 0.01079 0.00084 0.00993 2e-05 0.00973 2e-05 13.8153 0.322889 33.0683 0.324016 33.0131 1 0 0.085938 0.027668 -0.609001 0.086077 14.1473 0.0368439 0.0393623 0.00133574 0.000408564 -4.45819e-05 -3.0152e-05 154.272 73.3839 -999 -999 -9 -255.903 250 0.0215171 12.588 -9 50558.5 0.0412 32 201.695 1.62202e-26 0.0607 0.17 -0.076 0.004 1 0.016
